,Saison,Team,Wert
1380,2008,Real Valladolid,44.4
1381,2008,FC Málaga,39.65
1382,2008,CD Numancia,28.1
1383,2008,Sporting Gijón,19.7
1384,2009,Real Madrid,489.4
1385,2009,FC Barcelona,425.5
1386,2009,FC Sevilla,213.8
1387,2009,FC Valencia,213.8
1388,2009,Atlético Madrid,210.4
1389,2009,FC Villarreal,166.7
1390,2009,Real Saragossa,87.5
1391,2009,Rac. Santander,78.7
1392,2009,Athletic,76.35
1393,2009,Esp. Barcelona,73.7
1394,2009,FC Getafe,73.5
1395,2009,UD Almería,64.4
1396,2009,Dep. La Coruna,62.5
1397,2009,FC Málaga,60.8
1398,2009,CA Osasuna,54.8
1399,2009,RCD Mallorca,51.1
1400,2009,Real Valladolid,49.9
1401,2009,Sporting Gijón,42.7
1402,2009,Deportivo Xerez,32.5
1403,2009,CD Teneriffa,21.6
1404,2010,FC Barcelona,561.1
1405,2010,Real Madrid,506.9
1406,2010,FC Sevilla,225.15
1407,2010,Atlético Madrid,196.6
1408,2010,FC Valencia,178.1
1409,2010,FC Villarreal,145.1
1410,2010,Athletic,98.3
1411,2010,FC Málaga,82.6
1412,2010,Dep. La Coruna,74.35
1413,2010,FC Getafe,68.6
1414,2010,Real Saragossa,67.0
1415,2010,CA Osasuna,66.55
1416,2010,UD Almería,64.35
1417,2010,Rac. Santander,62.35
1418,2010,Hércules,61.55
1419,2010,Esp. Barcelona,61.1
1420,2010,Sporting Gijón,57.6
1421,2010,RCD Mallorca,54.23
1422,2010,Real Sociedad,43.5
1423,2010,UD Levante,27.3
1424,2011,FC Barcelona,621.5
1425,2011,Real Madrid,525.2
1426,2011,Atlético Madrid,202.1
1427,2011,FC Valencia,169.9
1428,2011,FC Villarreal,150.15
1429,2011,FC Sevilla,145.5
1430,2011,FC Málaga,128.2
1431,2011,Athletic,114.7
1432,2011,FC Getafe,79.5
1433,2011,Esp. Barcelona,74.6
1434,2011,Real Saragossa,72.5
1435,2011,Real Sociedad,70.0
1436,2011,RCD Mallorca,61.1
1437,2011,FC Granada,51.7
1438,2011,Sporting Gijón,49.75
1439,2011,Betis Sevilla,46.7
1440,2011,Rac. Santander,43.6
1441,2011,UD Levante,41.6
1442,2011,CA Osasuna,40.35
1443,2011,Rayo Vallecano,34.0
1444,2012,FC Barcelona,621.0
1445,2012,Real Madrid,593.5
1446,2012,Atlético Madrid,177.5
1447,2012,FC Valencia,171.2
1448,2012,FC Sevilla,134.1
1449,2012,Athletic,117.6
1450,2012,FC Málaga,111.3
1451,2012,FC Granada,77.7
1452,2012,FC Getafe,70.7
1453,2012,Real Sociedad,69.0
1454,2012,RCD Mallorca,59.85
1455,2012,Dep. La Coruna,59.3
1456,2012,Esp. Barcelona,58.9
1457,2012,Betis Sevilla,51.4
1458,2012,UD Levante,51.35
1459,2012,Real Saragossa,50.05
1460,2012,CA Osasuna,46.4
1461,2012,Rayo Vallecano,41.7
1462,2012,Celta Vigo,36.95
1463,2012,Real Valladolid,23.85
1464,2013,FC Barcelona,620.35
1465,2013,Real Madrid,606.6
1466,2013,Atlético Madrid,262.1
1467,2013,FC Valencia,180.65
1468,2013,FC Sevilla,147.1
1469,2013,Real Sociedad,116.1
1470,2013,Athletic,115.1
1471,2013,FC Granada,70.75
1472,2013,Betis Sevilla,69.0
1473,2013,FC Getafe,65.1
1474,2013,FC Málaga,64.88
1475,2013,FC Villarreal,62.8
1476,2013,Celta Vigo,56.0
1477,2013,Esp. Barcelona,55.7
1478,2013,FC Elche,53.3
1479,2013,UD Levante,45.9
1480,2013,CA Osasuna,44.3
1481,2013,Rayo Vallecano,43.85
1482,2013,Real Valladolid,40.88
1483,2013,UD Almería,33.8
1484,2014,Real Madrid,647.65
1485,2014,FC Barcelona,598.45
1486,2014,Atlético Madrid,289.0
1487,2014,FC Valencia,137.3
1488,2014,FC Sevilla,122.85
1489,2014,Athletic,110.5
1490,2014,Real Sociedad,107.3
1491,2014,FC Villarreal,88.6
1492,2014,FC Málaga,62.35
1493,2014,FC Granada,60.98
1494,2014,Esp. Barcelona,55.1
1495,2014,Rayo Vallecano,52.6
1496,2014,Dep. La Coruna,48.6
1497,2014,FC Getafe,48.15
1498,2014,UD Levante,47.1
1499,2014,FC Córdoba,44.7
1500,2014,Celta Vigo,39.4
1501,2014,FC Elche,31.38
1502,2014,UD Almería,25.1
1503,2014,SD Eibar,21.1
1504,2015,Real Madrid,700.75
1505,2015,FC Barcelona,618.5
1506,2015,Atlético Madrid,336.0
1507,2015,FC Valencia,254.5
1508,2015,FC Sevilla,186.5
1509,2015,Athletic,122.9
1510,2015,Real Sociedad,122.25
1511,2015,FC Villarreal,115.3
1512,2015,FC Málaga,78.2
1513,2015,FC Granada,73.2
1514,2015,Betis Sevilla,72.45
1515,2015,UD Levante,68.2
1516,2015,Celta Vigo,63.8
1517,2015,Esp. Barcelona,61.7
1518,2015,FC Getafe,55.15
1519,2015,Rayo Vallecano,53.8
1520,2015,Dep. La Coruna,51.35
1521,2015,SD Eibar,45.95
1522,2015,Sporting Gijón,30.5
1523,2015,UD Las Palmas,29.25
1524,2016,FC Barcelona,787.2
1525,2016,Real Madrid,743.1
1526,2016,Atlético Madrid,456.9
1527,2016,FC Valencia,286.4
1528,2016,FC Sevilla,236.4
1529,2016,FC Villarreal,158.7
1530,2016,Athletic,151.6
1531,2016,Real Sociedad,110.5
1532,2016,Celta Vigo,95.5
1533,2016,Dep. La Coruna,92.8
1534,2016,FC Granada,85.5
1535,2016,Esp. Barcelona,84.7
1536,2016,Betis Sevilla,76.8
1537,2016,FC Málaga,73.9
1538,2016,UD Las Palmas,55.9
1539,2016,SD Eibar,52.1
1540,2016,Sporting Gijón,50.5
1541,2016,CD Leganés,47.3
1542,2016,Dep. Alavés,39.8
1543,2016,CA Osasuna,36.9
1544,2017,FC Barcelona,725.7
1545,2017,Real Madrid,716.2
1546,2017,Atlético Madrid,585.0
1547,2017,FC Sevilla,269.45
1548,2017,FC Valencia,230.9
1549,2017,FC Villarreal,196.7
1550,2017,Athletic,188.5
1551,2017,Real Sociedad,165.1
1552,2017,UD Las Palmas,123.0
1553,2017,Celta Vigo,114.65
1554,2017,Betis Sevilla,96.55
1555,2017,Dep. La Coruna,89.4
1556,2017,FC Málaga,88.43
1557,2017,Esp. Barcelona,85.45
1558,2017,SD Eibar,71.75
1559,2017,Dep. Alavés,64.85
1560,2017,UD Levante,59.35
1561,2017,CD Leganés,53.6
1562,2017,FC Getafe,48.75
1563,2017,FC Girona,35.6
1564,2018,FC Barcelona,1230.0
1565,2018,Real Madrid,1030.0
1566,2018,Atlético Madrid,898.0
1567,2018,FC Valencia,422.0
1568,2018,FC Sevilla,256.0
1569,2018,Real Sociedad,215.0
1570,2018,Athletic,207.8
1571,2018,FC Villarreal,196.1
1572,2018,Celta Vigo,190.6
1573,2018,Betis Sevilla,190.0
1574,2018,Esp. Barcelona,103.4
1575,2018,CD Leganés,86.7
1576,2018,FC Girona,86.3
1577,2018,UD Levante,86.0
1578,2018,FC Getafe,80.4
1579,2018,Dep. Alavés,66.6
1580,2018,SD Eibar,55.7
1581,2018,Rayo Vallecano,55.0
1582,2018,Real Valladolid,42.4
1583,2018,SD Huesca,36.7
1584,2008,Real Saragossa,60.8
1585,2008,Real Sociedad,35.5
1586,2008,Real Murcia,28.55
1587,2008,Celta Vigo,25.3
1588,2008,Hércules,22.9
1589,2008,CD Teneriffa,18.6
1590,2008,Deportivo Xerez,17.35
1591,2008,Gimnàstic,16.9
1592,2008,FC Elche,15.95
1593,2008,FC Córdoba,15.6
1594,2008,UD Levante,15.05
1595,2008,CD Castellón,14.25
1596,2008,Dep. Alavés,14.2
1597,2008,UD Salamanca,12.75
1598,2008,Albacete,12.7
1599,2008,UD Las Palmas,11.75
1600,2008,SD Eibar,10.0
1601,2008,Rayo Vallecano,9.1
1602,2008,FC Sevilla B,8.4
1603,2008,Alicante CF,7.8
1604,2008,FC Girona,5.15
1605,2008,SD Huesca,4.6
1606,2009,Betis Sevilla,99.0
1607,2009,Hércules,32.15
1608,2009,CD Numancia,30.7
1609,2009,Recr. Huelva,28.1
1610,2009,Real Sociedad,27.5
1611,2009,UD Las Palmas,21.7
1612,2009,UD Levante,21.6
1613,2009,Real Murcia,20.05
1614,2009,Celta Vigo,19.9
1615,2009,FC Elche,19.7
1616,2009,Rayo Vallecano,19.3
1617,2009,Albacete,18.3
1618,2009,Gimnàstic,16.45
1619,2009,FC Cartagena,16.45
1620,2009,FC Girona,13.9
1621,2009,FC Córdoba,13.15
1622,2009,CD Castellón,10.8
1623,2009,UD Salamanca,10.8
1624,2009,SD Huesca,9.75
1625,2009,Real Unión,7.6
1626,2009,FC Cádiz,7.55
1627,2009,FC Villarreal B,6.7
1628,2010,Betis Sevilla,45.5
1629,2010,Real Valladolid,39.35
1630,2010,CD Teneriffa,37.8
1631,2010,CD Numancia,20.8
1632,2010,Deportivo Xerez,20.45
1633,2010,FC Cartagena,19.95
1634,2010,FC Elche,19.9
1635,2010,Rayo Vallecano,19.85
1636,2010,Celta Vigo,17.3
1637,2010,FC Córdoba,16.1
1638,2010,Gimnàstic,15.6
1639,2010,Recr. Huelva,14.9
1640,2010,FC Villarreal B,14.45
1641,2010,Albacete,14.4
1642,2010,UD Las Palmas,13.45
1643,2010,FC Girona,12.9
1644,2010,FC Granada,12.08
1645,2010,UD Salamanca,11.9
1646,2010,SD Huesca,11.1
1647,2010,Ponferradina,9.1
1648,2010,FC Barcelona B,4.8
1649,2010,Alcorcón,2.2
1650,2011,Dep. La Coruna,45.7
1651,2011,UD Almería,31.0
1652,2011,Real Valladolid,25.9
1653,2011,Hércules,23.7
1654,2011,FC Barcelona B,22.9
1655,2011,FC Cartagena,21.65
1656,2011,FC Elche,21.5
1657,2011,Celta Vigo,19.2
1658,2011,FC Girona,18.8
1659,2011,FC Córdoba,17.6
1660,2011,Deportivo Xerez,17.3
1661,2011,Gimnàstic,15.68
1662,2011,CD Numancia,15.1
1663,2011,FC Villarreal B,14.73
1664,2011,UD Las Palmas,14.2
1665,2011,SD Huesca,12.35
1666,2011,Recr. Huelva,11.6
1667,2011,Alcorcón,10.4
1668,2011,Real Murcia,7.2
1669,2011,CE Sabadell ,7.03
1670,2011,CD Alcoyano,1.4
1671,2011,CD Guadalajara,0.6
1672,2012,FC Villarreal,60.25
1673,2012,Sporting Gijón,37.2
1674,2012,UD Almería,24.13
1675,2012,Hércules,24.1
1676,2012,Rac. Santander,20.2
1677,2012,FC Barcelona B,19.2
1678,2012,Deportivo Xerez,18.6
1679,2012,Real Murcia,18.2
1680,2012,FC Elche,17.3
1681,2012,UD Las Palmas,16.75
1682,2012,FC Córdoba,16.7
1683,2012,CD Numancia,13.2
1684,2012,FC Girona,12.9
1685,2012,CE Sabadell ,12.9
1686,2012,Recr. Huelva,11.78
1687,2012,Alcorcón,11.3
1688,2012,Real Madrid B,10.2
1689,2012,CD Mirandés,9.2
1690,2012,SD Huesca,9.2
1691,2012,Ponferradina,8.0
1692,2012,CD Lugo,7.5
1693,2012,CD Guadalajara,4.7
1694,2013,RCD Mallorca,40.55
1695,2013,Dep. La Coruna,29.8
1696,2013,Real Saragossa,28.15
1697,2013,UD Las Palmas,22.35
1698,2013,Real Madrid B,20.6
1699,2013,Sporting Gijón,20.0
1700,2013,FC Barcelona B,18.1
1701,2013,Hércules,15.1
1702,2013,FC Córdoba,14.95
1703,2013,Recr. Huelva,14.18
1704,2013,Alcorcón,13.05
1705,2013,FC Girona,12.8
1706,2013,Dep. Alavés,12.6
1707,2013,Ponferradina,11.0
1708,2013,CD Numancia,10.8
1709,2013,Real Murcia,9.2
1710,2013,CE Sabadell ,8.95
1711,2013,CD Mirandés,8.4
1712,2013,CD Lugo,6.9
1713,2013,CD Teneriffa,4.6
1714,2013,SD Eibar,3.0
1715,2013,Real Jaén,1.7
1716,2014,Betis Sevilla,44.9
1717,2014,Real Valladolid,36.3
1718,2014,CA Osasuna,24.1
1719,2014,RCD Mallorca,23.6
1720,2014,FC Barcelona B,20.65
1721,2014,UD Las Palmas,17.2
1722,2014,Real Saragossa,16.4
1723,2014,CD Teneriffa,14.1
1724,2014,Sporting Gijón,12.8
1725,2014,CD Numancia,11.9
1726,2014,Alcorcón,11.4
1727,2014,CD Lugo,11.35
1728,2014,Ponferradina,10.1
1729,2014,Dep. Alavés,8.5
1730,2014,Recr. Huelva,8.15
1731,2014,CE Sabadell ,7.8
1732,2014,FC Girona,7.6
1733,2014,CD Leganés,7.1
1734,2014,CD Mirandés,4.1
1735,2014,Rac. Santander,3.1
1736,2014,UE Llagostera,2.8
1737,2014,Albacete,2.4
1738,2015,Real Valladolid,30.2
1739,2015,UD Almería,26.15
1740,2015,Real Saragossa,21.15
1741,2015,RCD Mallorca,19.13
1742,2015,CD Leganés,17.0
1743,2015,FC Córdoba,16.9
1744,2015,FC Elche,15.3
1745,2015,Ponferradina,14.2
1746,2015,CA Osasuna,13.8
1747,2015,Dep. Alavés,12.6
1748,2015,UE Llagostera,12.25
1749,2015,FC Girona,12.2
1750,2015,CD Lugo,11.9
1751,2015,Alcorcón,10.95
1752,2015,CD Numancia,10.55
1753,2015,Albacete,9.75
1754,2015,CD Teneriffa,8.7
1755,2015,SD Huesca,8.5
1756,2015,Real Oviedo,8.13
1757,2015,Gimnàstic,7.1
1758,2015,CD Mirandés,6.5
1759,2015,Athletic B,3.3
1760,2016,UD Levante,35.4
1761,2016,Rayo Vallecano,34.95
1762,2016,FC Getafe,30.6
1763,2016,UD Almería,21.4
1764,2016,Real Valladolid,21.2
1765,2016,Real Saragossa,18.95
1766,2016,Real Oviedo,17.75
1767,2016,FC Girona,16.2
1768,2016,RCD Mallorca,15.7
1769,2016,Gimnàstic,14.75
1770,2016,FC Córdoba,14.65
1771,2016,FC Elche,13.7
1772,2016,Alcorcón,13.25
1773,2016,CD Teneriffa,13.2
1774,2016,CD Numancia,12.2
1775,2016,SD Huesca,11.05
1776,2016,CD Mirandés,10.75
1777,2016,CD Lugo,10.3
1778,2016,FC Cádiz,8.8
1779,2016,UCAM Murcia,6.75
1780,2016,Reus Deportiu,5.8
1781,2016,FC Sevilla B,1.8
1782,2017,Sporting Gijón,35.8
1783,2017,FC Granada,30.85
1784,2017,CA Osasuna,27.5
1785,2017,Rayo Vallecano,25.48
1786,2017,Real Valladolid,21.78
1787,2017,FC Barcelona B,19.2
1788,2017,FC Cádiz,15.25
1789,2017,FC Córdoba,15.25
1790,2017,FC Sevilla B,14.95
1791,2017,SD Huesca,14.8
1792,2017,Real Oviedo,14.7
1793,2017,Gimnàstic,14.45
1794,2017,UD Almería,14.05
1795,2017,Albacete,13.5
1796,2017,CD Lugo,13.45
1797,2017,CyD Leonesa,12.55
1798,2017,Alcorcón,12.48
1799,2017,Lorca FC,12.25
1800,2017,CD Teneriffa,11.55
1801,2017,CD Numancia,11.4
1802,2017,Real Saragossa,11.05
1803,2017,Reus Deportiu,11.0
1804,2018,FC Málaga,34.6
1805,2018,UD Las Palmas,29.2
1806,2018,Dep. La Coruna,25.1
1807,2018,Sporting Gijón,21.25
1808,2018,CA Osasuna,18.5
1809,2018,FC Cádiz,17.8
1810,2018,FC Granada,17.2
1811,2018,Real Saragossa,14.7
1812,2018,Real Oviedo,13.0
1813,2018,UD Almería,12.7
1814,2018,RCD Mallorca,12.25
1815,2018,CD Lugo,12.1
1816,2018,CD Numancia,12.1
1817,2018,R. Majadahonda,11.5
1818,2018,Albacete,11.2
1819,2018,CD Teneriffa,10.9
1820,2018,Gimnàstic,10.1
1821,2018,Reus Deportiu,10.0
1822,2018,Alcorcón,9.8
1823,2018,Extremadura,9.7
1824,2018,FC Elche,8.8
1825,2018,FC Córdoba,8.3
1826,2008,AC Mailand,349.75
1827,2008,Inter,334.8
1828,2008,AS Rom,243.0
1829,2008,Juventus Turin,242.7
1830,2008,AC Florenz,180.7
1831,2008,US Palermo,109.5
1832,2008,Lazio Rom,106.45
1833,2008,Udinese,104.5
1834,2008,SSC Neapel,97.3
1835,2008,FC Genua,90.08
1836,2008,Sampdoria,87.75
1837,2008,FC Turin,72.45
1838,2008,Catania Calcio,54.3
1839,2008,Atal. Bergamo,51.15
1840,2008,Chievo Verona,39.23
1841,2008,US Lecce,36.95
1842,2008,Siena,35.6
1843,2008,Reggina,35.55
1844,2008,FC Bologna,35.05
1845,2008,Cagliari Calcio,34.93
1846,2009,Inter,372.8
1847,2009,AC Mailand,291.7
1848,2009,Juventus Turin,289.8
1849,2009,AS Rom,276.15
1850,2009,AC Florenz,201.8
1851,2009,Lazio Rom,142.0
1852,2009,SSC Neapel,130.4
1853,2009,FC Genua,126.9
1854,2009,Udinese,118.45
1855,2009,Sampdoria,94.53
1856,2009,US Palermo,91.4
1857,2009,Parma,77.15
1858,2009,Atal. Bergamo,68.93
1859,2009,FC Bologna,64.8
1860,2009,Catania Calcio,52.1
1861,2009,AS Livorno,50.48
1862,2009,Siena,44.55
1863,2009,Cagliari Calcio,44.33
1864,2009,Bari,42.83
1865,2009,Chievo Verona,38.3
1866,2010,Inter,390.15
1867,2010,AC Mailand,348.35
1868,2010,Juventus Turin,332.43
1869,2010,AS Rom,255.0
1870,2010,AC Florenz,207.73
1871,2010,FC Genua,168.7
1872,2010,SSC Neapel,147.38
1873,2010,Sampdoria,129.15
1874,2010,Lazio Rom,116.25
1875,2010,Udinese Calcio,112.55
1876,2010,Parma,103.43
1877,2010,US Palermo,87.8
1878,2010,Cagliari Calcio,74.13
1879,2010,Catania Calcio,68.7
1880,2010,Cesena,64.9
1881,2010,Bari,63.45
1882,2010,Chievo Verona,55.2
1883,2010,Brescia,49.1
1884,2010,FC Bologna,47.18
1885,2010,US Lecce,35.5
1886,2011,Inter,388.3
1887,2011,Juventus Turin,290.45
1888,2011,AC Mailand,290.25
1889,2011,AS Rom,183.5
1890,2011,SSC Neapel,183.08
1891,2011,AC Florenz,167.95
1892,2011,FC Genua,129.7
1893,2011,US Palermo,121.13
1894,2011,Lazio Rom,119.8
1895,2011,Udinese Calcio,108.55
1896,2011,Parma,88.1
1897,2011,Cagliari Calcio,67.65
1898,2011,FC Bologna,66.93
1899,2011,Cesena,62.45
1900,2011,Catania Calcio,60.3
1901,2011,Atal. Bergamo,59.28
1902,2011,Chievo Verona,50.68
1903,2011,Siena,43.5
1904,2011,US Lecce,37.03
1905,2011,Novara Calcio,32.68
1906,2012,Juventus Turin,308.8
1907,2012,AC Mailand,271.35
1908,2012,Inter,265.6
1909,2012,SSC Neapel,226.53
1910,2012,AC Florenz,178.3
1911,2012,AS Rom,157.83
1912,2012,Lazio Rom,128.63
1913,2012,FC Genua,118.4
1914,2012,Udinese Calcio,106.03
1915,2012,US Palermo,94.78
1916,2012,FC Bologna,81.35
1917,2012,Atal. Bergamo,75.7
1918,2012,Parma,72.6
1919,2012,Sampdoria,69.33
1920,2012,Cagliari Calcio,64.98
1921,2012,Chievo Verona,58.03
1922,2012,FC Turin,54.18
1923,2012,Catania Calcio,53.85
1924,2012,Siena,50.95
1925,2012,Delfino Pescara,45.7
1926,2013,Juventus Turin,402.5
1927,2013,AC Mailand,294.88
1928,2013,Inter,276.13
1929,2013,SSC Neapel,243.53
1930,2013,AC Florenz,222.88
1931,2013,AS Rom,214.65
1932,2013,Lazio Rom,161.63
1933,2013,Udinese Calcio,120.25
1934,2013,FC Genua,104.4
1935,2013,Parma,92.75
1936,2013,Catania Calcio,88.88
1937,2013,US Sassuolo,83.28
1938,2013,Sampdoria,82.68
1939,2013,Cagliari Calcio,80.48
1940,2013,Chievo Verona,74.38
1941,2013,Atal. Bergamo,72.68
1942,2013,FC Bologna,63.73
1943,2013,AS Livorno,62.98
1944,2013,FC Turin,60.7
1945,2013,Hellas Verona,57.05
1946,2014,Juventus Turin,357.7
1947,2014,Inter Mailand,311.7
1948,2014,AC Mailand,305.23
1949,2014,SSC Neapel,282.93
1950,2014,AS Rom,260.5
1951,2014,AC Florenz,243.53
1952,2014,Lazio Rom,148.7
1953,2014,Sampdoria,115.13
1954,2014,FC Genua,113.2
1955,2014,Udinese Calcio,100.53
1956,2014,Parma,94.78
1957,2014,US Sassuolo,89.35
1958,2014,FC Turin,84.48
1959,2014,Atal. Bergamo,79.45
1960,2014,Chievo Verona,68.13
1961,2014,Cagliari Calcio,65.13
1962,2014,US Palermo,54.0
1963,2014,Hellas Verona,45.78
1964,2014,FC Empoli,35.63
1965,2014,Cesena,35.6
1966,2015,Juventus Turin,394.33
1967,2015,AS Rom,319.08
1968,2015,Inter Mailand,297.9
1969,2015,SSC Neapel,268.95
1970,2015,AC Mailand,233.0
1971,2015,Lazio Rom,172.83
1972,2015,AC Florenz,172.68
1973,2015,Sampdoria,136.25
1974,2015,FC Genua,124.95
1975,2015,Udinese Calcio,98.65
1976,2015,FC Turin,82.45
1977,2015,FC Bologna,81.85
1978,2015,US Sassuolo,77.6
1979,2015,Atal. Bergamo,77.43
1980,2015,Carpi,65.8
1981,2015,US Palermo,62.55
1982,2015,Hellas Verona,58.73
1983,2015,Chievo Verona,46.38
1984,2015,Frosinone Calc.,43.1
1985,2015,FC Empoli,37.78
1986,2016,Juventus Turin,422.0
1987,2016,Inter Mailand,318.85
1988,2016,SSC Neapel,303.9
1989,2016,AS Rom,285.43
1990,2016,AC Mailand,223.33
1991,2016,AC Florenz,192.23
1992,2016,Lazio Rom,171.25
1993,2016,FC Turin,133.4
1994,2016,FC Genua,107.63
1995,2016,Udinese Calcio,105.33
1996,2016,US Sassuolo,92.9
1997,2016,Sampdoria,87.55
1998,2016,FC Bologna,86.78
1999,2016,Atal. Bergamo,80.23
2000,2016,Cagliari Calcio,63.23
2001,2016,FC Empoli,58.33
2002,2016,Chievo Verona,45.9
2003,2016,Delfino Pescara,44.45
2004,2016,US Palermo,42.78
2005,2016,FC Crotone,24.9
2006,2017,Juventus Turin,540.53
2007,2017,SSC Neapel,372.63
2008,2017,AC Mailand,352.58
2009,2017,Inter Mailand,347.43
2010,2017,AS Rom,328.28
2011,2017,Lazio Rom,220.75
2012,2017,AC Florenz,168.1
2013,2017,FC Turin,146.0
2014,2017,Atal. Bergamo,126.33
2015,2017,US Sassuolo,122.13
2016,2017,Sampdoria,113.85
2017,2017,FC Genua,113.48
2018,2017,Udinese Calcio,87.18
2019,2017,FC Bologna,82.63
2020,2017,Cagliari Calcio,73.33
2021,2017,Benevento,61.8
2022,2017,Chievo Verona,50.78
2023,2017,SPAL,50.4
2024,2017,Hellas Verona,46.3
2025,2017,FC Crotone,37.0
2026,2018,Juventus Turin,783.5
2027,2018,Inter Mailand,555.1
2028,2018,SSC Neapel,515.5
2029,2018,AC Mailand,486.0
2030,2018,AS Rom,382.05
2031,2018,Lazio Rom,337.7
2032,2018,AC Florenz,242.78
2033,2018,Sampdoria,165.2
2034,2018,Atal. Bergamo,163.35
2035,2018,FC Turin,158.9
2036,2018,US Sassuolo,132.53
2037,2018,Udinese Calcio,115.35
2038,2018,Cagliari Calcio,112.48
2039,2018,FC Genua,85.85
2040,2018,FC Bologna,72.38
2041,2018,SPAL,61.05
2042,2018,Parma Calcio,56.43
2043,2018,Frosinone Calc.,46.85
2044,2018,FC Empoli,45.58
2045,2018,Chievo Verona,42.0
2046,2008,Parma,40.38
2047,2008,FC Empoli,32.1
2048,2008,Bari,26.55
2049,2008,AS Livorno,22.85
2050,2008,Brescia,18.6
2051,2008,Ascoli,17.98
2052,2008,US Salernitana,16.75
2053,2008,Grosseto,14.18
2054,2008,UC AlbinoLeffe,13.35
2055,2008,Triestina,13.25
2056,2008,Mantova,13.2
2057,2008,Vicenza,11.4
2058,2008,AC Pisa,11.19
2059,2008,Treviso,10.89
2060,2008,Rimini,10.55
2061,2008,Modena,10.48
2062,2008,Frosinone Calc.,10.25
2063,2008,Piacenza,9.43
2064,2008,Avellino,9.0
2065,2008,US Sassuolo,6.41
2066,2008,Ancona,3.68
2067,2008,AS Cittadella,1.23
2068,2009,FC Turin,59.2
2069,2009,Reggina,31.75
2070,2009,US Lecce,28.18
2071,2009,FC Empoli,27.45
2072,2009,Brescia,20.6
2073,2009,Ascoli,14.95
2074,2009,Calcio Padova,13.73
2075,2009,Triestina,13.45
2076,2009,UC AlbinoLeffe,13.1
2077,2009,Vicenza,12.85
2078,2009,Grosseto,12.85
2079,2009,Mantova,12.2
2080,2009,US Sassuolo,11.8
2081,2009,Piacenza,11.68
2082,2009,US Salernitana,11.2
2083,2009,Modena,9.85
2084,2009,Frosinone Calc.,8.9
2085,2009,Gallipoli,7.4
2086,2009,FC Crotone,7.35
2087,2009,Cesena,7.35
2088,2009,Ancona,6.2
2089,2009,AS Cittadella,4.4
2090,2010,Atal. Bergamo,51.6
2091,2010,FC Turin,38.63
2092,2010,Siena,30.95
2093,2010,Frosinone Calc.,23.45
2094,2010,AS Livorno,22.8
2095,2010,US Sassuolo,22.45
2096,2010,Calcio Padova,21.75
2097,2010,Reggina,21.63
2098,2010,Vicenza,19.58
2099,2010,Grosseto,18.7
2100,2010,FC Empoli,17.4
2101,2010,Ascoli,15.7
2102,2010,Piacenza,14.4
2103,2010,FC Crotone,13.88
2104,2010,Triestina,12.6
2105,2010,Modena,11.0
2106,2010,Delfino Pescara,10.95
2107,2010,AS Cittadella,10.38
2108,2010,Varese,9.58
2109,2010,UC AlbinoLeffe,9.4
2110,2010,Portogruaro,9.2
2111,2010,Novara Calcio,8.33
2112,2011,Sampdoria,74.18
2113,2011,FC Turin,31.95
2114,2011,Padova,22.23
2115,2011,Bari,20.13
2116,2011,Reggina,18.5
2117,2011,FC Empoli,18.08
2118,2011,Varese,17.05
2119,2011,Brescia,16.9
2120,2011,AS Livorno,15.88
2121,2011,Vicenza,15.55
2122,2011,US Sassuolo,15.38
2123,2011,Grosseto,14.73
2124,2011,Modena,14.15
2125,2011,AS Gubbio,10.8
2126,2011,Juve Stabia,10.75
2127,2011,Delfino Pescara,10.43
2128,2011,Nocerina,10.15
2129,2011,Hellas Verona,10.0
2130,2011,FC Crotone,9.78
2131,2011,UC AlbinoLeffe,9.05
2132,2011,Ascoli,8.13
2133,2011,AS Cittadella,6.33
2134,2012,Hellas Verona,28.43
2135,2012,Spezia Calcio,21.33
2136,2012,Varese,20.23
2137,2012,US Sassuolo,19.9
2138,2012,Padova,18.85
2139,2012,Brescia,17.58
2140,2012,Reggina,17.33
2141,2012,Cesena,16.38
2142,2012,Vicenza,15.78
2143,2012,Novara Calcio,15.53
2144,2012,Grosseto,14.98
2145,2012,Pro Vercelli,14.73
2146,2012,Modena,12.93
2147,2012,Ternana,12.48
2148,2012,FC Empoli,11.68
2149,2012,FC Crotone,11.45
2150,2012,AS Livorno,10.7
2151,2012,Juve Stabia,10.7
2152,2012,Bari,10.63
2153,2012,Virtus Lanciano,9.68
2154,2012,AS Cittadella,9.08
2155,2012,Ascoli,7.25
2156,2013,US Palermo,65.18
2157,2013,Siena,28.45
2158,2013,Spezia Calcio,28.03
2159,2013,Delfino Pescara,27.95
2160,2013,Padova,21.85
2161,2013,Cesena,21.33
2162,2013,Novara Calcio,18.6
2163,2013,Bari,16.83
2164,2013,Carpi,15.85
2165,2013,Brescia,15.6
2166,2013,Ternana,15.08
2167,2013,Reggina,14.7
2168,2013,Varese,14.28
2169,2013,Latina Calcio,14.15
2170,2013,FC Empoli,13.55
2171,2013,Modena,12.95
2172,2013,Juve Stabia,12.85
2173,2013,FC Crotone,12.48
2174,2013,AS Cittadella,11.6
2175,2013,Virtus Lanciano,10.85
2176,2013,AS Avellino,7.85
2177,2013,Trapani Calcio,7.75
2178,2014,Catania Calcio,52.35
2179,2014,FC Bologna,39.53
2180,2014,Spezia Calcio,31.05
2181,2014,Bari,29.8
2182,2014,Delfino Pescara,27.98
2183,2014,AC Perugia,27.43
